import time: self [us] | cumulative | imported package
import time:      1692 |       4429 |               scipy.integrate._cubature
import time:      1011 |       1011 |               scipy.integrate._lebedev
import time:       615 |        615 |               scipy.integrate.dop
import time:       400 |        400 |               scipy.integrate.lsoda
import time:       404 |        404 |               scipy.integrate.vode
import time:       357 |        357 |               scipy.integrate.odepack
import time:       397 |        397 |               scipy.integrate.quadpack
import time:       712 |      24918 |             scipy.integrate
import time:       699 |        699 |                   qutip.ui.progressbar
import time:       455 |       1153 |                 qutip.ui
import time:        20 |       1173 |               qutip.ui.progressbar
import time:       496 |        496 |               qutip.solver._feedback
import time:       812 |       2480 |             qutip.solver.solver_base
import time:       633 |      28030 |           qutip.solver.integrator.scipy_integrator
import time:       512 |        512 |               qutip.solver.integrator.verner7efficient
import time:       483 |        483 |               qutip.solver.integrator.verner9efficient
import time:      2458 |       3453 |             qutip.solver.integrator.explicit_rk
import time:       616 |       4068 |           qutip.solver.integrator.qutip_integrator
import time:       740 |        740 |             qutip.solver.sesolve
import time:       667 |       1406 |           qutip.solver.integrator.krylov
import time:       437 |      34447 |         qutip.solver.integrator
import time:       528 |        528 |         qutip.solver.mesolve
import time:       654 |        654 |                   multiprocessing.process
import time:       565 |        565 |                   multiprocessing.reduction
import time:       812 |       2030 |                 multiprocessing.context
import time:       631 |       2661 |               multiprocessing
import time:       247 |        247 |                 pwd
import time:      2422 |       2422 |                 psutil._common
import time:       823 |        823 |                 psutil._compat
import time:      5017 |       5017 |                   psutil._psutil_windows
import time:      1910 |       6927 |                 psutil._pswindows
import time:      1522 |      11939 |               psutil
import time:       578 |      15177 |             qutip.solver.parallel
import time:       711 |      15888 |           qutip.solver.multitraj
import time:       695 |      16582 |         qutip.solver.mcsolve
import time:       579 |        579 |             qutip.solver.cy
import time:      2019 |       2597 |           qutip.solver.cy.nm_mcsolve
import time:       911 |       3508 |         qutip.solver.nm_mcsolve
import time:       809 |        809 |               qutip.solver.heom.bofin_baths
import time:       809 |        809 |               qutip.solver.heom.bofin_solvers
import time:       540 |       2157 |             qutip.solver.heom
import time:        22 |       2178 |           qutip.solver.heom.bofin_solvers
import time:       628 |       2806 |         qutip.solver.propagator
import time:       501 |        501 |         qutip.solver.scattering
import time:       642 |        642 |           qutip.solver.brmesolve
import time:       540 |        540 |           qutip.solver.steadystate
import time:       641 |       1822 |         qutip.solver.correlation
import time:       353 |        353 |               scipy.fftpack._helper
import time:       587 |        940 |             scipy.fftpack._basic
import time:       995 |        995 |               scipy.fftpack.convolve
import time:       523 |       1517 |             scipy.fftpack._pseudo_diffs
import time:       713 |        713 |             scipy.fftpack._realtransforms
import time:       498 |        498 |             scipy.fftpack.basic
import time:       421 |        421 |             scipy.fftpack.helper
import time:       504 |        504 |             scipy.fftpack.pseudo_diffs
import time:       401 |        401 |             scipy.fftpack.realtransforms
import time:       591 |       5584 |           scipy.fftpack
import time:       498 |       6081 |         qutip.solver.spectrum
import time:       816 |        816 |         qutip.solver.floquet
import time:       443 |        443 |         qutip.solver.floquet_bwcomp
import time:       519 |        519 |         qutip.solver.countstat
import time:       523 |        523 |         qutip.solver.krylovsolve
import time:      1670 |       1670 |           qutip.solver.sode.ssystem
import time:      1651 |       1651 |             qutip.solver.sode._sode
import time:       527 |        527 |               qutip.solver.sode._noise
import time:       981 |       1508 |             qutip.solver.stochastic
import time:       626 |       3784 |           qutip.solver.sode.sode
import time:       624 |        624 |           qutip.solver.sode.itotaylor
import time:       651 |        651 |           qutip.solver.sode.rouchon
import time:       485 |       7212 |         qutip.solver.sode
import time:       735 |      78694 |       qutip.solver
import time:       474 |        474 |       qutip.solver.nonmarkov
import time:       428 |        428 |         qutip.piqs
import time:       520 |        520 |           qutip.partial_transpose
import time:       562 |       1081 |         qutip.entropy
import time:      1582 |       1582 |         qutip.piqs._piqs
import time:       997 |       4087 |       qutip.piqs.piqs
import time:       623 |        623 |               matplotlib.hatch
import time:       789 |        789 |                 matplotlib.markers
import time:      3813 |       4602 |               matplotlib.lines
import time:     12960 |      18184 |             matplotlib.collections
import time:       724 |        724 |                     _uuid
import time:       760 |       1484 |                   uuid
import time:       542 |        542 |                   matplotlib._pylab_helpers
import time:      1174 |       3199 |                 matplotlib.backend_tools
import time:      1564 |       1564 |                     plistlib
import time:      4994 |       4994 |                       matplotlib._mathtext_data
import time:      1366 |       6359 |                     matplotlib._afm
import time:      4276 |      12198 |                   matplotlib.font_manager
import time:     15050 |      15050 |                   matplotlib.patches
import time:      1428 |       1428 |                     matplotlib._text_helpers
import time:      1693 |       1693 |                     matplotlib.dviread
import time:      2864 |       2864 |                       matplotlib._mathtext
import time:       703 |       3566 |                     matplotlib.mathtext
import time:       914 |        914 |                     matplotlib.texmanager
import time:      1164 |       8762 |                   matplotlib.textpath
import time:      4436 |      40445 |                 matplotlib.text
import time:       869 |        869 |                 matplotlib._tight_bbox
import time:      1701 |       1701 |                 matplotlib.widgets
import time:       528 |        528 |                 matplotlib.backend_managers
import time:       634 |        634 |                     matplotlib._layoutgrid
import time:       652 |       1285 |                   matplotlib._constrained_layout
import time:       472 |        472 |                   matplotlib._tight_layout
import time:       515 |       2271 |                 matplotlib.layout_engine
import time:      2186 |      51196 |               matplotlib.backend_bases
import time:      2784 |      53979 |             matplotlib.contour
import time:      1805 |       1805 |             matplotlib.spines
import time:      1843 |      75810 |           matplotlib.colorbar
import time:      5016 |       5016 |           matplotlib.image
import time:     20033 |      20033 |             matplotlib.style.core
import time:       838 |      20871 |           matplotlib.style
import time:       468 |        468 |             matplotlib._blocking_input
import time:      5760 |       5760 |                   matplotlib.offsetbox
import time:       656 |        656 |                     matplotlib.units
import time:      5442 |       6098 |                   matplotlib.axis
import time:       956 |        956 |                   matplotlib.gridspec
import time:      2077 |       2077 |                   matplotlib.table
import time:      3941 |      18830 |                 matplotlib.axes._base
import time:      1514 |       1514 |                         calendar
import time:      1328 |       1328 |                         six
import time:       508 |        508 |                         dateutil._common
import time:        46 |         46 |                           six.moves
import time:       619 |        619 |                           dateutil.tz._common
import time:       711 |        711 |                           dateutil.tz._factories
import time:       902 |        902 |                             ctypes.wintypes
import time:      1142 |       2044 |                           dateutil.tz.win
import time:      1154 |       4572 |                         dateutil.tz.tz
import time:      2688 |      10608 |                       dateutil.parser._parser
import time:      1017 |       1017 |                       dateutil.parser.isoparser
import time:       668 |      12292 |                     dateutil.parser
import time:       668 |      12960 |                   matplotlib.category
import time:       862 |        862 |                     dateutil.rrule
import time:      1036 |       1897 |                   matplotlib.dates
import time:      1272 |       1272 |                   matplotlib.inset
import time:       603 |        603 |                     matplotlib.container
import time:       938 |        938 |                     matplotlib.legend_handler
import time:      2059 |       3599 |                   matplotlib.legend
import time:       797 |        797 |                   matplotlib.mlab
import time:      3360 |       3360 |                   matplotlib.quiver
import time:       676 |        676 |                   matplotlib.stackplot
import time:       725 |        725 |                   matplotlib.streamplot
import time:       734 |        734 |                     matplotlib.tri._triangulation
import time:      1416 |       1416 |                     matplotlib.tri._tricontour
import time:       527 |        527 |                     matplotlib.tri._trifinder
import time:       493 |        493 |                       matplotlib.tri._tritools
import time:       911 |       1403 |                     matplotlib.tri._triinterpolate
import time:      1072 |       1072 |                     matplotlib.tri._tripcolor
import time:       459 |        459 |                     matplotlib.tri._triplot
import time:       555 |        555 |                     matplotlib.tri._trirefine
import time:       636 |       6799 |                   matplotlib.tri
import time:      1987 |       1987 |                   matplotlib.axes._secondary_axes
import time:     10056 |      44124 |                 matplotlib.axes._axes
import time:       712 |      63665 |               matplotlib.axes
import time:      6381 |       6381 |               matplotlib.projections.geo
import time:      7234 |       7234 |               matplotlib.projections.polar
import time:       364 |        364 |                 mpl_toolkits
import time:       597 |        597 |                     mpl_toolkits.mplot3d.proj3d
import time:      7812 |       8409 |                   mpl_toolkits.mplot3d.art3d
import time:      3849 |       3849 |                   mpl_toolkits.mplot3d.axis3d
import time:      6063 |      18320 |                 mpl_toolkits.mplot3d.axes3d
import time:      1098 |      19781 |               mpl_toolkits.mplot3d
import time:       561 |      97621 |             matplotlib.projections
import time:      3895 |     101983 |           matplotlib.figure
import time:      5574 |     209251 |         matplotlib.pyplot
import time:       735 |        735 |               IPython.core
import time:       650 |       1385 |             IPython.core.getipython
import time:       430 |        430 |             IPython.core.release
import time:       504 |        504 |                         traitlets.utils
import time:       602 |       1106 |                       traitlets.utils.bunch
import time:       435 |        435 |                       traitlets.utils.descriptions
import time:       441 |        441 |                       traitlets.utils.getargspec
import time:       456 |        456 |                       traitlets.utils.importstring
import time:       406 |        406 |                       traitlets.utils.sentinel
import time:       388 |        388 |                       traitlets.utils.warnings
import time:      3009 |       6237 |                     traitlets.traitlets
import time:       611 |        611 |                     traitlets._version
import time:       504 |        504 |                     traitlets.utils.decorators
import time:      1036 |       8387 |                   traitlets
import time:      1108 |       1108 |                       logging.handlers
import time:       974 |        974 |                       socketserver
import time:      1551 |       3632 |                     logging.config
import time:       469 |        469 |                       traitlets.utils.text
import time:      2079 |       2079 |                       traitlets.config.loader
import time:      1293 |       3840 |                     traitlets.config.configurable
import time:       650 |        650 |                     traitlets.utils.nested_update
import time:      1463 |       9584 |                   traitlets.config.application
import time:       506 |      18476 |                 traitlets.config
import time:        28 |      18503 |               traitlets.config.application
import time:       929 |        929 |                         executing.executing
import time:       432 |        432 |                         executing.version
import time:       890 |       2251 |                       executing
import time:       737 |        737 |                           asttokens.line_numbers
import time:       899 |        899 |                                           astroid.typing
import time:       701 |       1600 |                                         astroid.exceptions
import time:       467 |       2066 |                                       astroid.util
import time:       736 |        736 |                                       astroid.context
import time:       635 |       3436 |                                     astroid.decorators
import time:       701 |        701 |                                         astroid.const
import time:       528 |        528 |                                         astroid.interpreter
import time:       447 |        447 |                                             astroid.interpreter._import
import time:       548 |        548 |                                                 astroid.interpreter._import.util
import time:       760 |       1308 |                                               astroid.modutils
import time:      1248 |       2555 |                                             astroid.interpreter._import.spec
import time:       832 |        832 |                                             astroid.transforms
import time:       863 |       4696 |                                           astroid.manager
import time:      1309 |       6005 |                                         astroid.interpreter.objectmodel
import time:       810 |       8041 |                                       astroid.bases
import time:       677 |       8718 |                                     astroid.protocols
import time:       451 |        451 |                                     astroid.interpreter.dunder_lookup
import time:       697 |        697 |                                         astroid.nodes.as_string
import time:       399 |        399 |                                         astroid.nodes.const
import time:       622 |        622 |                                         astroid.nodes.utils
import time:       726 |       2443 |                                       astroid.nodes.node_ng
import time:       672 |       3115 |                                     astroid.nodes._base_nodes
import time:      3335 |      19052 |                                   astroid.nodes.node_classes
import time:       532 |        532 |                                       astroid.filter_statements
import time:       400 |        400 |                                       astroid.nodes.scoped_nodes.utils
import time:       994 |       1925 |                                     astroid.nodes.scoped_nodes.mixin
import time:      1420 |       1420 |                                     astroid.nodes.scoped_nodes.scoped_nodes
import time:       891 |       4236 |                                   astroid.nodes.scoped_nodes
import time:       691 |      23978 |                                 astroid.nodes
import time:       689 |        689 |                                 astroid.raw_building
import time:       448 |        448 |                                 astroid.__pkginfo__
import time:       403 |        403 |                                   astroid.brain
import time:       657 |       1059 |                                 astroid.brain.helpers
import time:       858 |        858 |                                     astroid._ast
import time:      1030 |       1888 |                                   astroid.rebuilder
import time:       753 |       2641 |                                 astroid.builder
import time:       488 |        488 |                                 astroid.inference_tip
import time:       851 |        851 |                                 astroid.objects
import time:       433 |        433 |                                     astroid.arguments
import time:       439 |        872 |                                   astroid.brain.brain_argparse
import time:       443 |        443 |                                   astroid.brain.brain_attrs
import time:       349 |        349 |                                   astroid.brain.brain_boto3
import time:       401 |        401 |                                     astroid.helpers
import time:       669 |       1070 |                                   astroid.brain.brain_builtin_inference
import time:       396 |        396 |                                   astroid.brain.brain_collections
import time:       417 |        417 |                                   astroid.brain.brain_crypt
import time:       483 |        483 |                                   astroid.brain.brain_ctypes
import time:       414 |        414 |                                   astroid.brain.brain_curses
import time:       714 |        714 |                                   astroid.brain.brain_dataclasses
import time:       564 |        564 |                                   astroid.brain.brain_datetime
import time:       971 |        971 |                                   astroid.brain.brain_dateutil
import time:       659 |        659 |                                   astroid.brain.brain_functools
import time:       547 |        547 |                                   astroid.brain.brain_gi
import time:       573 |        573 |                                   astroid.brain.brain_hashlib
import time:       513 |        513 |                                   astroid.brain.brain_http
import time:       442 |        442 |                                   astroid.brain.brain_hypothesis
import time:       486 |        486 |                                   astroid.brain.brain_io
import time:       471 |        471 |                                   astroid.brain.brain_mechanize
import time:       461 |        461 |                                   astroid.brain.brain_multiprocessing
import time:       603 |        603 |                                   astroid.brain.brain_namedtuple_enum
import time:       554 |        554 |                                   astroid.brain.brain_nose
import time:       391 |        391 |                                   astroid.brain.brain_numpy_core_einsumfunc
import time:       496 |        496 |                                   astroid.brain.brain_numpy_core_fromnumeric
import time:       442 |        442 |                                     astroid.brain.brain_numpy_utils
import time:       412 |        853 |                                   astroid.brain.brain_numpy_core_function_base
import time:       531 |        531 |                                   astroid.brain.brain_numpy_core_multiarray
import time:       462 |        462 |                                   astroid.brain.brain_numpy_core_numeric
import time:       481 |        481 |                                   astroid.brain.brain_numpy_core_numerictypes
import time:       425 |        425 |                                   astroid.brain.brain_numpy_core_umath
import time:       417 |        417 |                                   astroid.brain.brain_numpy_ma
import time:       427 |        427 |                                   astroid.brain.brain_numpy_ndarray
import time:       424 |        424 |                                   astroid.brain.brain_numpy_random_mtrand
import time:       414 |        414 |                                   astroid.brain.brain_pathlib
import time:       442 |        442 |                                   astroid.brain.brain_pkg_resources
import time:       451 |        451 |                                   astroid.brain.brain_pytest
import time:       449 |        449 |                                   astroid.brain.brain_qt
import time:       446 |        446 |                                   astroid.brain.brain_random
import time:       480 |        480 |                                   astroid.brain.brain_re
import time:       585 |        585 |                                   astroid.brain.brain_regex
import time:       437 |        437 |                                   astroid.brain.brain_responses
import time:       788 |        788 |                                   astroid.brain.brain_scipy_signal
import time:       492 |        492 |                                   astroid.brain.brain_signal
import time:       505 |        505 |                                   astroid.brain.brain_six
import time:       473 |        473 |                                   astroid.brain.brain_sqlalchemy
import time:       400 |        400 |                                   astroid.brain.brain_ssl
import time:       387 |        387 |                                   astroid.brain.brain_subprocess
import time:       439 |        439 |                                   astroid.brain.brain_threading
import time:       470 |        470 |                                   astroid.brain.brain_type
import time:       599 |        599 |                                   astroid.brain.brain_typing
import time:       830 |        830 |                                   astroid.brain.brain_unittest
import time:       443 |        443 |                                   astroid.brain.brain_uuid
import time:      2094 |      28509 |                                 astroid.astroid_manager
import time:       714 |      59373 |                               astroid
import time:       886 |      60259 |                             asttokens.util
import time:       588 |      60847 |                           asttokens.asttokens
import time:       538 |      62120 |                         asttokens
import time:        19 |      62138 |                       asttokens.util
import time:      4315 |       4315 |                               fractions
import time:       572 |       4887 |                             pure_eval.utils
import time:       442 |       5329 |                           pure_eval.my_getattr_static
import time:       760 |       6088 |                         pure_eval.core
import time:       494 |        494 |                         pure_eval.version
import time:       625 |       7206 |                       pure_eval
import time:       639 |        639 |                       stack_data.utils
import time:      1451 |      73684 |                     stack_data.core
import time:       747 |        747 |                     stack_data.formatting
import time:       721 |        721 |                     stack_data.version
import time:       657 |      75807 |                   stack_data
import time:       914 |        914 |                       pygments
import time:       823 |        823 |                       pygments.formatters._mapping
import time:       470 |        470 |                       pygments.plugin
import time:       870 |        870 |                       pygments.util
import time:       831 |       3906 |                     pygments.formatters
import time:       553 |        553 |                         pygments.styles._mapping
import time:       537 |       1090 |                       pygments.styles
import time:       472 |       1561 |                     pygments.formatter
import time:       422 |        422 |                     pygments.console
import time:       539 |        539 |                       pygments.token
import time:       499 |       1038 |                     pygments.style
import time:       724 |       7649 |                   pygments.formatters.terminal256
import time:       365 |        365 |                     IPython.utils
import time:       735 |       1100 |                   IPython.utils.colorable
import time:       400 |        400 |                         IPython.utils.ipstruct
import time:       515 |        915 |                       IPython.utils.coloransi
import time:       459 |       1374 |                     IPython.core.excolors
import time:       590 |        590 |                     IPython.utils.PyColorize
import time:       330 |        330 |                       IPython.utils.encoding
import time:       399 |        728 |                     IPython.utils.py3compat
import time:       607 |        607 |                       cmd
import time:       856 |        856 |                       bdb
import time:       815 |        815 |                         codeop
import time:       757 |       1571 |                       code
import time:      1358 |       4390 |                     pdb
import time:       939 |       8019 |                   IPython.core.debugger
import time:       831 |        831 |                   IPython.core.display_trap
import time:       485 |        485 |                         IPython.utils._process_common
import time:       654 |       1139 |                       IPython.utils._process_win32
import time:       581 |       1719 |                     IPython.utils.process
import time:       666 |       2385 |                   IPython.utils.path
import time:       560 |        560 |                   IPython.utils.terminal
import time:      1975 |      98322 |                 IPython.core.ultratb
import time:       372 |        372 |                   IPython.utils._sysinfo
import time:       569 |        941 |                 IPython.utils.sysinfo
import time:       675 |      99937 |               IPython.core.crashhandler
import time:       424 |        424 |                   IPython.utils.importstring
import time:       506 |        930 |                 IPython.paths
import time:       832 |       1762 |               IPython.core.profiledir
import time:      1174 |     121375 |             IPython.core.application
import time:       585 |        585 |               IPython.terminal
import time:       513 |        513 |               IPython.core.compilerop
import time:       592 |        592 |                 IPython.core.error
import time:       382 |        382 |                   IPython.utils.docs
import time:       483 |        865 |                 IPython.utils.decorators
import time:      3495 |       3495 |                 IPython.utils.text
import time:       784 |       5735 |               IPython.core.magic_arguments
import time:       553 |        553 |                       IPython.core.display_functions
import time:       728 |        728 |                         mimetypes
import time:       600 |        600 |                           IPython.testing
import time:       851 |       1451 |                         IPython.testing.skipdoctest
import time:       881 |       3059 |                       IPython.core.display
import time:       403 |        403 |                         IPython.lib
import time:       955 |       1358 |                       IPython.lib.display
import time:       518 |       5486 |                     IPython.display
import time:       365 |        365 |                     IPython.utils.data
import time:       644 |       6494 |                   IPython.core.page
import time:       840 |        840 |                   IPython.lib.pretty
import time:       859 |        859 |                   IPython.utils.openpy
import time:       439 |        439 |                   IPython.utils.dir2
import time:       544 |        544 |                   IPython.utils.wildcard
import time:      2239 |       2239 |                     pygments.lexers._mapping
import time:       861 |        861 |                     pygments.modeline
import time:       697 |       3796 |                   pygments.lexers
import time:       673 |        673 |                       pygments.filter
import time:       858 |        858 |                       pygments.filters
import time:       502 |        502 |                       pygments.regexopt
import time:      1318 |       3350 |                     pygments.lexer
import time:       550 |        550 |                     pygments.unistring
import time:      1425 |       5324 |                   pygments.lexers.python
import time:       314 |        314 |                     ctags
import time:       866 |       1179 |                   pygments.formatters.html
import time:      2570 |      22041 |                 IPython.core.oinspect
import time:       622 |        622 |                   IPython.utils.tokenutil
import time:      1685 |       2307 |                 IPython.core.inputtransformer2
import time:      1493 |      25841 |               IPython.core.magic
import time:       230 |        230 |                 runpy
import time:       228 |        228 |                   cPickle
import time:       987 |       1215 |                 pickleshare
import time:       794 |        794 |                 IPython.core.hooks
import time:       460 |        460 |                   IPython.core.autocall
import time:       550 |        550 |                   IPython.core.macro
import time:       666 |        666 |                   IPython.core.splitinput
import time:      2525 |       4200 |                 IPython.core.prefilter
import time:      1178 |       1178 |                 IPython.core.alias
import time:       658 |        658 |                 IPython.core.builtin_trap
import time:       680 |        680 |                 IPython.core.displayhook
import time:       700 |        700 |                 IPython.core.displaypub
import time:       491 |        491 |                 IPython.core.events
import time:       622 |        622 |                 IPython.core.extensions
import time:       997 |        997 |                   decorator
import time:       457 |        457 |                   IPython.utils.sentinel
import time:      2805 |       4258 |                 IPython.core.formatters
import time:      2409 |       2409 |                       _sqlite3
import time:       866 |       3275 |                     sqlite3.dbapi2
import time:       662 |       3936 |                   sqlite3
import time:      2283 |       6218 |                 IPython.core.history
import time:       984 |        984 |                 IPython.core.logger
import time:       762 |        762 |                 IPython.core.payload
import time:       513 |        513 |                 IPython.core.usage
import time:       652 |        652 |                   IPython.utils.capture
import time:       590 |       1242 |                 IPython.utils.io
import time:       543 |        543 |                 IPython.utils.strdispatch
import time:       461 |        461 |                 IPython.utils.syspathcontext
import time:       226 |        226 |                   docrepr
import time:        24 |        250 |                 docrepr.sphinxify
import time:       522 |        522 |                 IPython.core.async_helpers
import time:      5890 |      32403 |               IPython.core.interactiveshell
import time:       576 |        576 |                           prompt_toolkit.application.current
import time:       516 |        516 |                                 prompt_toolkit.eventloop.utils
import time:       610 |       1126 |                               prompt_toolkit.eventloop.async_generator
import time:      1036 |       1036 |                               prompt_toolkit.eventloop.inputhook
import time:       499 |       2660 |                             prompt_toolkit.eventloop
import time:       496 |       3156 |                           prompt_toolkit.application.run_in_terminal
import time:       616 |        616 |                                   prompt_toolkit.selection
import time:       710 |       1326 |                                 prompt_toolkit.clipboard.base
import time:       441 |        441 |                                 prompt_toolkit.clipboard.in_memory
import time:       441 |       2207 |                               prompt_toolkit.clipboard
import time:       577 |        577 |                                   prompt_toolkit.cache
import time:       470 |        470 |                                   prompt_toolkit.enums
import time:       581 |        581 |                                   prompt_toolkit.filters.base
import time:       618 |       2245 |                                 prompt_toolkit.filters.app
import time:       451 |        451 |                                 prompt_toolkit.filters.cli
import time:       362 |        362 |                                 prompt_toolkit.filters.utils
import time:       549 |       3605 |                               prompt_toolkit.filters
import time:      1278 |       7089 |                             prompt_toolkit.document
import time:       588 |       7676 |                           prompt_toolkit.auto_suggest
import time:      1562 |       1562 |                                                 prompt_toolkit.keys
import time:      1301 |       2863 |                                               prompt_toolkit.key_binding.key_bindings
import time:       528 |        528 |                                                       wcwidth.table_vs16
import time:       689 |        689 |                                                       wcwidth.table_wide
import time:       498 |        498 |                                                       wcwidth.table_zero
import time:       396 |        396 |                                                       wcwidth.unicode_versions
import time:       782 |       2892 |                                                     wcwidth.wcwidth
import time:       594 |       3486 |                                                   wcwidth
import time:       837 |       4322 |                                                 prompt_toolkit.utils
import time:       772 |       5094 |                                               prompt_toolkit.key_binding.key_processor
import time:       483 |       8438 |                                             prompt_toolkit.key_binding
import time:       821 |       9259 |                                           prompt_toolkit.key_binding.vi_state
import time:       700 |       9958 |                                         prompt_toolkit.cursor_shapes
import time:       951 |        951 |                                         prompt_toolkit.data_structures
import time:       981 |        981 |                                           prompt_toolkit.styles.base
import time:       636 |        636 |                                             prompt_toolkit.styles.named_colors
import time:       816 |        816 |                                             prompt_toolkit.styles.style
import time:       576 |       2027 |                                           prompt_toolkit.styles.defaults
import time:       489 |        489 |                                           prompt_toolkit.styles.pygments
import time:       608 |        608 |                                           prompt_toolkit.styles.style_transformation
import time:       644 |       4748 |                                         prompt_toolkit.styles
import time:       578 |        578 |                                         prompt_toolkit.output.color_depth
import time:       782 |      17015 |                                       prompt_toolkit.output.base
import time:       459 |        459 |                                           prompt_toolkit.output.flush_stdout
import time:       622 |       1081 |                                         prompt_toolkit.output.plain_text
import time:       504 |       1584 |                                       prompt_toolkit.output.defaults
import time:       493 |      19090 |                                     prompt_toolkit.output
import time:       891 |      19981 |                                   prompt_toolkit.output.vt100
import time:       852 |        852 |                                     prompt_toolkit.mouse_events
import time:       762 |       1613 |                                   prompt_toolkit.formatted_text.base
import time:       980 |      22574 |                                 prompt_toolkit.formatted_text.ansi
import time:       808 |        808 |                                       xml.dom.domreg
import time:       820 |       1628 |                                     xml.dom
import time:       527 |        527 |                                     xml.dom.minicompat
import time:       584 |        584 |                                       xml.dom.NodeFilter
import time:       719 |       1302 |                                     xml.dom.xmlbuilder
import time:      1585 |       5040 |                                   xml.dom.minidom
import time:       503 |       5542 |                                 prompt_toolkit.formatted_text.html
import time:       484 |        484 |                                 prompt_toolkit.formatted_text.pygments
import time:       423 |        423 |                                 prompt_toolkit.formatted_text.utils
import time:       663 |      29685 |                               prompt_toolkit.formatted_text
import time:       794 |      30478 |                             prompt_toolkit.completion.base
import time:       522 |        522 |                             prompt_toolkit.completion.deduplicate
import time:       487 |        487 |                             prompt_toolkit.completion.filesystem
import time:       643 |        643 |                               prompt_toolkit.completion.word_completer
import time:       940 |       1583 |                             prompt_toolkit.completion.fuzzy_completer
import time:       592 |        592 |                             prompt_toolkit.completion.nested
import time:       559 |      34218 |                           prompt_toolkit.completion
import time:       646 |        646 |                           prompt_toolkit.history
import time:       640 |        640 |                           prompt_toolkit.search
import time:       563 |        563 |                           prompt_toolkit.validation
import time:      1838 |      49310 |                         prompt_toolkit.buffer
import time:       743 |        743 |                             prompt_toolkit.input.base
import time:       392 |        392 |                             prompt_toolkit.input.defaults
import time:       466 |       1600 |                           prompt_toolkit.input
import time:        27 |       1627 |                         prompt_toolkit.input.base
import time:       524 |        524 |                         prompt_toolkit.input.typeahead
import time:       479 |        479 |                           prompt_toolkit.key_binding.bindings
import time:       498 |        498 |                           prompt_toolkit.key_binding.bindings.scroll
import time:       629 |       1605 |                         prompt_toolkit.key_binding.bindings.page_navigation
import time:       753 |        753 |                                         prompt_toolkit.lexers.base
import time:       655 |        655 |                                         prompt_toolkit.lexers.pygments
import time:       499 |       1906 |                                       prompt_toolkit.lexers
import time:       467 |        467 |                                         prompt_toolkit.layout.utils
import time:       932 |       1399 |                                       prompt_toolkit.layout.processors
import time:      1189 |       4493 |                                     prompt_toolkit.layout.controls
import time:       662 |        662 |                                     prompt_toolkit.layout.dimension
import time:       588 |        588 |                                     prompt_toolkit.layout.margins
import time:       489 |        489 |                                     prompt_toolkit.layout.mouse_handlers
import time:       749 |        749 |                                     prompt_toolkit.layout.screen
import time:      1989 |       8968 |                                   prompt_toolkit.layout.containers
import time:       677 |        677 |                                   prompt_toolkit.layout.layout
import time:       744 |        744 |                                   prompt_toolkit.layout.menus
import time:       619 |        619 |                                   prompt_toolkit.layout.scrollable_pane
import time:       688 |      11693 |                                 prompt_toolkit.layout
import time:        39 |      11732 |                               prompt_toolkit.layout.controls
import time:       538 |        538 |                               prompt_toolkit.key_binding.bindings.completion
import time:      1129 |      13397 |                             prompt_toolkit.key_binding.bindings.named_commands
import time:       557 |      13954 |                           prompt_toolkit.key_binding.bindings.basic
import time:       464 |        464 |                           prompt_toolkit.key_binding.bindings.cpr
import time:       684 |        684 |                           prompt_toolkit.key_binding.bindings.emacs
import time:       631 |        631 |                           prompt_toolkit.key_binding.bindings.mouse
import time:       692 |        692 |                               prompt_toolkit.input.ansi_escape_sequences
import time:       890 |       1582 |                             prompt_toolkit.input.vt100_parser
import time:      1201 |       1201 |                             prompt_toolkit.key_binding.digraphs
import time:      1392 |       4174 |                           prompt_toolkit.key_binding.bindings.vi
import time:       497 |      20401 |                         prompt_toolkit.key_binding.defaults
import time:       654 |        654 |                         prompt_toolkit.key_binding.emacs_state
import time:       559 |        559 |                         prompt_toolkit.layout.dummy
import time:      1012 |       1012 |                         prompt_toolkit.renderer
import time:      1533 |      77221 |                       prompt_toolkit.application.application
import time:       501 |        501 |                       prompt_toolkit.application.dummy
import time:       869 |      78590 |                     prompt_toolkit.application
import time:       467 |        467 |                         prompt_toolkit.key_binding.bindings.focus
import time:       693 |        693 |                             prompt_toolkit.widgets.toolbars
import time:      1086 |       1779 |                           prompt_toolkit.widgets.base
import time:       465 |        465 |                           prompt_toolkit.widgets.dialogs
import time:       508 |        508 |                           prompt_toolkit.widgets.menus
import time:      1123 |       3874 |                         prompt_toolkit.widgets
import time:       884 |       5223 |                       prompt_toolkit.shortcuts.dialogs
import time:       790 |        790 |                           prompt_toolkit.shortcuts.progress_bar.formatters
import time:       758 |       1547 |                         prompt_toolkit.shortcuts.progress_bar.base
import time:       426 |       1973 |                       prompt_toolkit.shortcuts.progress_bar
import time:       398 |        398 |                         prompt_toolkit.key_binding.bindings.auto_suggest
import time:       413 |        413 |                         prompt_toolkit.key_binding.bindings.open_in_editor
import time:      1088 |       1898 |                       prompt_toolkit.shortcuts.prompt
import time:       508 |        508 |                       prompt_toolkit.shortcuts.utils
import time:      1105 |      10705 |                     prompt_toolkit.shortcuts
import time:       953 |      90247 |                   prompt_toolkit
import time:        26 |      90273 |                 prompt_toolkit.auto_suggest
import time:       602 |        602 |                 prompt_toolkit.patch_stdout
